cash_request_id,amount,status,created_at,created_at_month,created_at_year,cohort,user_id,transfer_type,fees_total_amount
15685,50,rejected,2020-09-11 10:35:40.483173+00:00,9,2020,2020-09,15219,instant,0
15679,100,rejected,2020-09-11 10:18:36.014378+00:00,9,2020,2020-09,12150,instant,0
15681,100,rejected,2020-09-11 10:22:14.714207+00:00,9,2020,2020-09,19278,regular,0
15689,50,rejected,2020-09-11 10:55:16.924840+00:00,9,2020,2020-09,38984,instant,0
15728,50,rejected,2020-09-11 15:04:29.151808+00:00,9,2020,2020-09,19602,instant,0
16356,50,rejected,2020-09-16 06:39:46.357013+00:00,9,2020,2020-09,42007,instant,0
15717,50,rejected,2020-09-11 14:14:50.539132+00:00,9,2020,2020-09,17271,instant,0
15720,50,rejected,2020-09-11 14:29:35.533922+00:00,9,2020,2020-09,40577,instant,0
15729,100,rejected,2020-09-11 15:12:15.672472+00:00,9,2020,2020-09,33437,instant,0
15721,50,rejected,2020-09-11 14:34:17.758045+00:00,9,2020,2020-09,18708,regular,0
15723,100,rejected,2020-09-11 14:38:39.929869+00:00,9,2020,2020-09,40707,instant,0
15727,50,rejected,2020-09-11 15:03:16.165298+00:00,9,2020,2020-09,7380,instant,0
15738,50,rejected,2020-09-11 16:14:52.167702+00:00,9,2020,2020-09,36736,instant,0
15734,100,rejected,2020-09-11 15:52:58.168000+00:00,9,2020,2020-09,36151,instant,0
15740,50,rejected,2020-09-11 16:33:44.976282+00:00,9,2020,2020-09,25778,instant,0
3157,100,money_back,2020-06-12 13:42:23.311787+00:00,6,2020,2020-06,8500,regular,0
15767,50,rejected,2020-09-11 21:30:52.127434+00:00,9,2020,2020-09,16116,instant,0
15749,100,rejected,2020-09-11 17:38:57.816186+00:00,9,2020,2020-09,22469,instant,0
15759,50,rejected,2020-09-11 19:39:12.387699+00:00,9,2020,2020-09,35472,regular,0
15756,50,rejected,2020-09-11 18:48:23.000861+00:00,9,2020,2020-09,38100,instant,0
7060,100,direct_debit_rejected,2020-07-08 06:12:15.316923+00:00,7,2020,2020-07,25193,regular,20
19475,50,rejected,2020-10-06 15:38:43.661078+00:00,10,2020,2020-10,58730,instant,0
5110,100,direct_debit_rejected,2020-06-25 10:43:17.061576+00:00,6,2020,2020-06,21125,regular,10
3028,100,money_back,2020-06-11 15:25:15.486737+00:00,6,2020,2020-06,4654,regular,0
16360,100,rejected,2020-09-16 06:45:13.258360+00:00,9,2020,2020-09,19346,instant,0
15783,50,rejected,2020-09-12 06:04:37.372984+00:00,9,2020,2020-09,5071,instant,0
15789,50,rejected,2020-09-12 06:48:23.333049+00:00,9,2020,2020-09,30957,instant,0
15778,100,rejected,2020-09-12 02:55:24.601461+00:00,9,2020,2020-09,40905,instant,0
2943,100,direct_debit_rejected,2020-06-10 20:09:51.775641+00:00,6,2020,2020-06,13946,regular,15
15760,50,rejected,2020-09-11 19:39:47.016118+00:00,9,2020,2020-09,40372,instant,0
15798,100,rejected,2020-09-12 07:30:12.028240+00:00,9,2020,2020-09,20912,instant,0
19037,50,rejected,2020-10-03 10:36:55.265435+00:00,10,2020,2020-10,49388,regular,0
15790,100,rejected,2020-09-12 06:51:54.500787+00:00,9,2020,2020-09,37711,instant,0
3416,100,money_back,2020-06-15 23:56:02.506654+00:00,6,2020,2020-06,10991,regular,0
15802,50,rejected,2020-09-12 07:37:11.189136+00:00,9,2020,2020-09,40405,regular,0
15754,100,rejected,2020-09-11 18:35:27.800619+00:00,9,2020,2020-09,32000,instant,0
15757,100,rejected,2020-09-11 19:05:43.622742+00:00,9,2020,2020-09,4954,instant,0
15782,50,rejected,2020-09-12 05:33:18.528348+00:00,9,2020,2020-09,36702,regular,0
15811,100,rejected,2020-09-12 08:46:14.193442+00:00,9,2020,2020-09,32000,instant,0
15775,100,rejected,2020-09-12 00:01:02.443397+00:00,9,2020,2020-09,4822,instant,0
15818,50,rejected,2020-09-12 09:16:44.941073+00:00,9,2020,2020-09,16782,instant,0
15794,50,rejected,2020-09-12 07:10:38.168221+00:00,9,2020,2020-09,32433,instant,0
15806,100,rejected,2020-09-12 08:07:37.569875+00:00,9,2020,2020-09,2011,regular,0
15844,50,rejected,2020-09-12 11:33:17.205830+00:00,9,2020,2020-09,5284,instant,0
15801,50,rejected,2020-09-12 07:36:28.668066+00:00,9,2020,2020-09,39647,instant,0
15803,100,rejected,2020-09-12 08:00:34.572259+00:00,9,2020,2020-09,40816,instant,0
7967,100,direct_debit_rejected,2020-07-14 11:44:01.216714+00:00,7,2020,2020-07,16947,regular,25
15810,50,rejected,2020-09-12 08:43:20.009143+00:00,9,2020,2020-09,32464,instant,0
15833,100,rejected,2020-09-12 10:19:12.529241+00:00,9,2020,2020-09,39245,instant,0
15814,50,rejected,2020-09-12 09:02:54.733958+00:00,9,2020,2020-09,40335,regular,0
15817,50,rejected,2020-09-12 09:15:55.662873+00:00,9,2020,2020-09,11345,instant,0
15831,100,rejected,2020-09-12 10:07:48.970036+00:00,9,2020,2020-09,4954,instant,0
15824,50,rejected,2020-09-12 09:40:08.209309+00:00,9,2020,2020-09,40556,instant,0
15819,50,rejected,2020-09-12 09:18:07.003619+00:00,9,2020,2020-09,40281,instant,0
15820,100,rejected,2020-09-12 09:25:45.335436+00:00,9,2020,2020-09,18534,instant,0
15826,100,rejected,2020-09-12 09:47:09.988283+00:00,9,2020,2020-09,18534,instant,0
15800,50,rejected,2020-09-12 07:35:30.463840+00:00,9,2020,2020-09,39938,regular,0
15822,50,rejected,2020-09-12 09:34:50.505483+00:00,9,2020,2020-09,37217,regular,0
15823,100,rejected,2020-09-12 09:38:51.939088+00:00,9,2020,2020-09,20912,regular,0
15825,100,rejected,2020-09-12 09:43:47.674367+00:00,9,2020,2020-09,2011,instant,0
806,100,money_back,2020-03-06 15:52:24.563522+00:00,3,2020,2020-03,3024,regular,0
15840,50,rejected,2020-09-12 10:59:50.367575+00:00,9,2020,2020-09,22154,regular,0
15856,100,rejected,2020-09-12 12:32:13.702831+00:00,9,2020,2020-09,526,regular,0
15830,100,rejected,2020-09-12 10:05:32.936750+00:00,9,2020,2020-09,39154,instant,0
15832,100,rejected,2020-09-12 10:14:32.943405+00:00,9,2020,2020-09,40996,instant,0
6397,100,money_back,2020-07-03 06:27:26.216561+00:00,7,2020,2020-07,26125,regular,10
16385,100,rejected,2020-09-16 09:01:48.002778+00:00,9,2020,2020-09,42040,instant,0
18970,100,rejected,2020-10-03 01:59:42.744489+00:00,10,2020,2020-10,7264,instant,0
15848,50,rejected,2020-09-12 11:50:29.077942+00:00,9,2020,2020-09,40620,instant,0
15861,50,rejected,2020-09-12 13:04:20.768815+00:00,9,2020,2020-09,40968,instant,0
15836,90,rejected,2020-09-12 10:30:45.505099+00:00,9,2020,2020-09,20912,instant,0
15839,50,rejected,2020-09-12 10:57:27.647705+00:00,9,2020,2020-09,40385,instant,0
15851,50,rejected,2020-09-12 12:06:04.584119+00:00,9,2020,2020-09,40182,regular,0
15873,60,rejected,2020-09-12 14:33:55.133177+00:00,9,2020,2020-09,72,instant,0
15867,100,rejected,2020-09-12 13:59:03.310098+00:00,9,2020,2020-09,39154,regular,0
7827,100,money_back,2020-07-13 15:14:00.873917+00:00,7,2020,2020-07,32314,regular,0
16264,100,rejected,2020-09-15 14:25:53.019579+00:00,9,2020,2020-09,19346,instant,0
15884,50,rejected,2020-09-12 15:45:25.728338+00:00,9,2020,2020-09,37117,instant,0
15872,100,rejected,2020-09-12 14:27:48.456088+00:00,9,2020,2020-09,6646,instant,0
15885,100,rejected,2020-09-12 15:52:22.261460+00:00,9,2020,2020-09,1006,instant,0
15886,50,rejected,2020-09-12 15:59:58.352696+00:00,9,2020,2020-09,40166,instant,0
19036,100,rejected,2020-10-03 10:26:31.804771+00:00,10,2020,2020-10,19949,instant,0
15896,50,rejected,2020-09-12 17:48:56.874082+00:00,9,2020,2020-09,34743,regular,0
15888,100,rejected,2020-09-12 16:22:12.976949+00:00,9,2020,2020-09,39154,instant,0
15894,50,rejected,2020-09-12 17:14:53.684572+00:00,9,2020,2020-09,39983,instant,0
15890,100,rejected,2020-09-12 16:26:58.875324+00:00,9,2020,2020-09,38775,regular,0
15879,30,rejected,2020-09-12 15:32:41.998201+00:00,9,2020,2020-09,14631,instant,0
15881,50,rejected,2020-09-12 15:34:45.146295+00:00,9,2020,2020-09,40036,instant,0
15882,50,rejected,2020-09-12 15:38:22.159278+00:00,9,2020,2020-09,40285,instant,0
15903,50,rejected,2020-09-12 19:19:52.063796+00:00,9,2020,2020-09,35472,regular,0
15908,50,rejected,2020-09-12 21:23:28.100459+00:00,9,2020,2020-09,25075,instant,0
7393,100,money_back,2020-07-09 21:00:44.833958+00:00,7,2020,2020-07,21602,regular,10
16512,100,rejected,2020-09-16 22:15:33.278701+00:00,9,2020,2020-09,621,instant,0
16575,100,rejected,2020-09-17 10:17:12.049844+00:00,9,2020,2020-09,43039,instant,0
16386,50,rejected,2020-09-16 09:10:35.510414+00:00,9,2020,2020-09,27199,instant,0
15913,50,rejected,2020-09-12 22:37:07.924915+00:00,9,2020,2020-09,22363,instant,0
15916,100,rejected,2020-09-12 23:52:38.541256+00:00,9,2020,2020-09,11247,instant,0
16070,100,money_back,2020-09-14 13:13:07.251900+00:00,9,2020,2020-09,526,instant,5
15918,100,rejected,2020-09-13 01:10:00.634873+00:00,9,2020,2020-09,41346,instant,0
18976,100,rejected,2020-10-03 04:51:00.891010+00:00,10,2020,2020-10,9943,instant,0
15922,50,rejected,2020-09-13 03:16:50.662976+00:00,9,2020,2020-09,6519,instant,0
15909,50,rejected,2020-09-12 21:55:56.853886+00:00,9,2020,2020-09,25073,instant,0
11042,100,direct_debit_rejected,2020-08-05 22:44:11.203284+00:00,8,2020,2020-08,28287,instant,20
15928,50,rejected,2020-09-13 07:22:54.103464+00:00,9,2020,2020-09,35243,regular,0
15932,50,rejected,2020-09-13 07:59:51.707355+00:00,9,2020,2020-09,36274,regular,0
15934,50,rejected,2020-09-13 08:39:49.321827+00:00,9,2020,2020-09,17519,instant,0
16387,100,rejected,2020-09-16 09:10:35.764961+00:00,9,2020,2020-09,23177,instant,0
16454,50,rejected,2020-09-16 14:55:13.042898+00:00,9,2020,2020-09,5284,regular,0
15941,100,rejected,2020-09-13 09:26:55.243762+00:00,9,2020,2020-09,2530,regular,0
15940,100,rejected,2020-09-13 09:21:11.979982+00:00,9,2020,2020-09,19949,instant,0
18799,50,rejected,2020-10-01 22:45:20.329920+00:00,10,2020,2020-10,59063,instant,0
16629,50,rejected,2020-09-17 13:47:47.345126+00:00,9,2020,2020-09,42759,instant,0
7818,100,money_back,2020-07-13 14:20:23.868288+00:00,7,2020,2020-07,1307,regular,0
16651,50,rejected,2020-09-17 15:49:14.334160+00:00,9,2020,2020-09,39605,instant,0
16268,50,money_back,2020-09-15 14:53:29.433327+00:00,9,2020,2020-09,36913,instant,20
21769,100,direct_debit_rejected,2020-10-17 10:17:07.403828+00:00,10,2020,2020-10,76451,instant,10
16698,100,rejected,2020-09-18 02:45:06.685417+00:00,9,2020,2020-09,3100,instant,0
16674,50,rejected,2020-09-17 18:46:38.146332+00:00,9,2020,2020-09,42862,instant,0
16679,100,rejected,2020-09-17 19:32:57.347851+00:00,9,2020,2020-09,33997,instant,0
15948,50,money_back,2020-09-13 11:56:52.420343+00:00,9,2020,2020-09,41523,instant,20
1163,100,money_back,2020-04-14 13:33:16.948987+00:00,4,2020,2020-04,2852,regular,0
16451,50,rejected,2020-09-16 14:26:30.254475+00:00,9,2020,2020-09,38108,instant,0
16384,60,rejected,2020-09-16 08:56:52.877103+00:00,9,2020,2020-09,42850,instant,0
16269,100,rejected,2020-09-15 14:54:08.600191+00:00,9,2020,2020-09,10557,instant,0
18978,50,rejected,2020-10-03 05:02:42.426589+00:00,10,2020,2020-10,52195,instant,0
18800,30,rejected,2020-10-01 22:47:20.601074+00:00,10,2020,2020-10,36981,instant,0
15945,50,rejected,2020-09-13 10:42:23.542150+00:00,9,2020,2020-09,41474,instant,0
15950,100,rejected,2020-09-13 12:00:35.234459+00:00,9,2020,2020-09,31655,regular,0
15951,50,rejected,2020-09-13 12:09:21.214357+00:00,9,2020,2020-09,23333,instant,0
15953,50,rejected,2020-09-13 12:37:34.301971+00:00,9,2020,2020-09,41530,instant,0
15954,50,rejected,2020-09-13 12:46:16.271769+00:00,9,2020,2020-09,40352,instant,0
15956,50,rejected,2020-09-13 13:21:53.533278+00:00,9,2020,2020-09,41537,instant,0
15959,50,rejected,2020-09-13 13:45:01.180303+00:00,9,2020,2020-09,19435,instant,0
18632,50,rejected,2020-10-01 06:39:54.416217+00:00,10,2020,2020-10,55504,instant,0
3411,100,money_back,2020-06-15 21:47:37.034230+00:00,6,2020,2020-06,8522,regular,15
21073,50,transaction_declined,2020-10-14 12:51:49.287676+00:00,10,2020,2020-10,47557,instant,5
15961,50,rejected,2020-09-13 14:11:59.730100+00:00,9,2020,2020-09,1754,instant,0
18980,50,rejected,2020-10-03 05:08:29.717613+00:00,10,2020,2020-10,46610,instant,0
15969,50,rejected,2020-09-13 16:05:12.574987+00:00,9,2020,2020-09,41619,instant,0
15962,50,rejected,2020-09-13 14:24:28.923113+00:00,9,2020,2020-09,15221,instant,0
15964,100,rejected,2020-09-13 14:54:08.387982+00:00,9,2020,2020-09,2295,regular,0
15955,50,rejected,2020-09-13 13:01:08.861298+00:00,9,2020,2020-09,35447,regular,0
15979,100,rejected,2020-09-13 19:28:31.220697+00:00,9,2020,2020-09,30687,regular,0
15987,50,rejected,2020-09-13 20:09:03.543150+00:00,9,2020,2020-09,13591,instant,0
18739,100,direct_debit_rejected,2020-10-01 15:23:52.597649+00:00,10,2020,2020-10,57842,regular,5
15992,50,rejected,2020-09-13 21:53:28.563270+00:00,9,2020,2020-09,37221,instant,0
11927,100,money_back,2020-08-11 10:19:20.788252+00:00,8,2020,2020-08,2501,regular,0
23433,50,direct_debit_rejected,2020-10-23 11:43:56.833586+00:00,10,2020,2020-10,3903,instant,5
16300,100,rejected,2020-09-15 20:02:41.210228+00:00,9,2020,2020-09,5291,instant,0
15995,100,rejected,2020-09-13 22:54:23.288454+00:00,9,2020,2020-09,526,regular,0
16000,100,direct_debit_rejected,2020-09-14 02:27:38.717895+00:00,9,2020,2020-09,24144,instant,10
16008,50,rejected,2020-09-14 06:47:42.577932+00:00,9,2020,2020-09,27674,instant,0
16005,50,rejected,2020-09-14 06:34:29.706696+00:00,9,2020,2020-09,40093,instant,0
16013,50,rejected,2020-09-14 07:57:40.880929+00:00,9,2020,2020-09,38415,instant,0
16022,100,rejected,2020-09-14 08:58:06.958951+00:00,9,2020,2020-09,19915,instant,0
16032,100,rejected,2020-09-14 09:24:50.332043+00:00,9,2020,2020-09,13114,instant,0
312,100,money_back,2019-12-26 15:33:32.649784+00:00,12,2019,2019-12,1987,regular,0
16017,50,rejected,2020-09-14 08:23:30.907060+00:00,9,2020,2020-09,41226,regular,0
20338,50,direct_debit_rejected,2020-10-10 12:43:32.481591+00:00,10,2020,2020-10,53970,instant,5
23786,50,rejected,2020-10-23 19:35:51.386052+00:00,10,2020,2020-10,34763,instant,0
3906,100,money_back,2020-06-18 11:28:17.565878+00:00,6,2020,2020-06,17985,regular,0
16028,50,rejected,2020-09-14 09:20:01.925825+00:00,9,2020,2020-09,11998,regular,0
22292,50,direct_debit_rejected,2020-10-19 22:35:38.143075+00:00,10,2020,2020-10,68982,instant,5
16043,50,rejected,2020-09-14 10:48:53.428822+00:00,9,2020,2020-09,41495,instant,0
16031,50,rejected,2020-09-14 09:23:44.255887+00:00,9,2020,2020-09,40780,instant,0
16048,100,rejected,2020-09-14 11:14:53.019070+00:00,9,2020,2020-09,13114,regular,0
16053,100,rejected,2020-09-14 11:48:22.351886+00:00,9,2020,2020-09,41065,instant,0
16040,50,rejected,2020-09-14 10:40:45.238010+00:00,9,2020,2020-09,22477,regular,0
16025,100,rejected,2020-09-14 09:09:50.959096+00:00,9,2020,2020-09,526,instant,0
16065,100,rejected,2020-09-14 12:42:21.472890+00:00,9,2020,2020-09,8261,instant,0
16041,50,rejected,2020-09-14 10:41:47.619559+00:00,9,2020,2020-09,41241,instant,0
16045,50,rejected,2020-09-14 11:04:35.605912+00:00,9,2020,2020-09,35606,regular,0
16052,50,rejected,2020-09-14 11:46:56.849136+00:00,9,2020,2020-09,40089,regular,0
16067,100,rejected,2020-09-14 12:52:12.664617+00:00,9,2020,2020-09,12404,instant,0
10556,100,money_back,2020-08-02 11:30:13.849220+00:00,8,2020,2020-08,30263,instant,5
14213,100,canceled,2020-09-01 15:47:29.927057+00:00,9,2020,2020-09,27426,regular,0
16062,100,rejected,2020-09-14 12:35:42.325932+00:00,9,2020,2020-09,41065,regular,0
17225,100,rejected,2020-09-22 09:25:24.882146+00:00,9,2020,2020-09,6825,regular,0
16064,50,rejected,2020-09-14 12:41:41.228360+00:00,9,2020,2020-09,41862,instant,0
16089,50,rejected,2020-09-14 16:41:44.261296+00:00,9,2020,2020-09,10993,instant,0
16077,50,rejected,2020-09-14 14:04:08.247625+00:00,9,2020,2020-09,13058,instant,0
16059,100,rejected,2020-09-14 12:21:46.868556+00:00,9,2020,2020-09,13114,regular,0
2572,50,money_back,2020-06-04 13:15:29.106846+00:00,6,2020,2020-06,12664,regular,0
16068,50,rejected,2020-09-14 13:09:46.595701+00:00,9,2020,2020-09,41956,instant,0
16105,100,rejected,2020-09-14 17:54:35.623612+00:00,9,2020,2020-09,4916,instant,0
16094,30,rejected,2020-09-14 17:03:43.800833+00:00,9,2020,2020-09,21295,instant,0
16082,50,rejected,2020-09-14 15:28:55.881347+00:00,9,2020,2020-09,35307,instant,0
16111,50,rejected,2020-09-14 19:10:35.024023+00:00,9,2020,2020-09,42159,instant,0
16096,100,rejected,2020-09-14 17:11:11.392963+00:00,9,2020,2020-09,38410,regular,0
16112,100,rejected,2020-09-14 19:13:31.324036+00:00,9,2020,2020-09,24496,regular,0
16087,50,rejected,2020-09-14 16:07:58.168544+00:00,9,2020,2020-09,32823,regular,0
16098,50,rejected,2020-09-14 17:17:07.797093+00:00,9,2020,2020-09,41191,instant,0
23960,25,direct_debit_rejected,2020-10-24 09:13:23.392890+00:00,10,2020,2020-10,34121,instant,5
16090,100,rejected,2020-09-14 16:44:32.977982+00:00,9,2020,2020-09,40226,instant,0
16093,100,rejected,2020-09-14 17:01:56.312622+00:00,9,2020,2020-09,34678,regular,0
16114,50,rejected,2020-09-14 19:45:15.903951+00:00,9,2020,2020-09,31880,instant,0
17237,50,rejected,2020-09-22 09:58:28.560855+00:00,9,2020,2020-09,45330,instant,0
16116,100,rejected,2020-09-14 20:34:30.958284+00:00,9,2020,2020-09,13114,regular,0
16120,50,rejected,2020-09-14 21:56:23.639883+00:00,9,2020,2020-09,42223,instant,0
25839,100,money_back,2020-10-28 21:17:44.792402+00:00,10,2020,2020-10,8955,instant,5
16391,50,rejected,2020-09-16 09:40:30.350511+00:00,9,2020,2020-09,41979,instant,0
231,100,money_back,2019-12-18 15:35:09.732559+00:00,12,2019,2019-12,1615,regular,0
2645,100,money_back,2020-06-06 10:30:32.862271+00:00,6,2020,2020-06,8539,regular,0
1708,100,money_back,2020-05-12 22:49:12.127588+00:00,5,2020,2020-05,1356,regular,0
1048,100,money_back,2020-04-05 22:00:18.419852+00:00,4,2020,2020-04,161,regular,0
16677,50,rejected,2020-09-17 19:11:39.532549+00:00,9,2020,2020-09,43344,instant,0
1493,100,money_back,2020-04-30 17:23:43.044511+00:00,4,2020,2020-04,3120,regular,0
22757,100,money_back,2020-10-21 10:40:24.298631+00:00,10,2020,2020-10,83848,instant,10
26867,100,active,2020-11-01 06:30:52.379614+00:00,11,2020,2020-11,34564,instant,5
17242,100,rejected,2020-09-22 10:24:27.787823+00:00,9,2020,2020-09,46330,instant,0
17247,100,rejected,2020-09-22 10:56:46.553717+00:00,9,2020,2020-09,45511,instant,0
17246,100,rejected,2020-09-22 10:50:50.838394+00:00,9,2020,2020-09,22160,instant,0
17249,50,rejected,2020-09-22 10:58:55.822317+00:00,9,2020,2020-09,39148,regular,0
811,100,money_back,2020-03-07 09:06:11.581761+00:00,3,2020,2020-03,4381,regular,0
1624,70,money_back,2020-05-07 23:06:04.499951+00:00,5,2020,2020-05,7487,regular,0
740,100,money_back,2020-02-27 00:24:35.777704+00:00,2,2020,2020-02,3032,regular,0
964,20,money_back,2020-03-20 21:04:52.234425+00:00,3,2020,2020-03,1080,regular,0
12107,50,money_back,2020-08-12 03:00:17.054169+00:00,8,2020,2020-08,13735,instant,25
16684,50,rejected,2020-09-17 20:23:25.084573+00:00,9,2020,2020-09,42124,instant,0
16687,100,rejected,2020-09-17 21:11:35.484546+00:00,9,2020,2020-09,10361,instant,0
16690,50,rejected,2020-09-17 22:03:54.221917+00:00,9,2020,2020-09,40347,instant,0
16722,100,rejected,2020-09-18 08:13:24.373242+00:00,9,2020,2020-09,43401,instant,0
16694,100,rejected,2020-09-17 23:05:05.036033+00:00,9,2020,2020-09,8198,instant,0
16695,50,rejected,2020-09-18 00:00:04.077070+00:00,9,2020,2020-09,37200,instant,0
16699,50,rejected,2020-09-18 03:39:54.462769+00:00,9,2020,2020-09,42075,instant,0
16707,50,rejected,2020-09-18 06:26:05.215731+00:00,9,2020,2020-09,43332,regular,0
11679,100,direct_debit_rejected,2020-08-10 11:40:46.703420+00:00,8,2020,2020-08,15784,instant,20
22303,100,direct_debit_rejected,2020-10-20 01:35:00.354328+00:00,10,2020,2020-10,79903,instant,5
16545,100,money_back,2020-09-17 08:06:40.820966+00:00,9,2020,2020-09,41071,instant,15
18637,50,rejected,2020-10-01 07:06:25.316517+00:00,10,2020,2020-10,55752,instant,0
957,100,money_back,2020-03-19 17:03:10.852301+00:00,3,2020,2020-03,2501,regular,0
2421,100,money_back,2020-06-01 13:21:30.496134+00:00,6,2020,2020-06,9864,regular,0
16738,100,rejected,2020-09-18 11:09:33.216721+00:00,9,2020,2020-09,22658,instant,0
16727,100,direct_debit_rejected,2020-09-18 09:00:59.116371+00:00,9,2020,2020-09,36455,instant,5
16726,50,rejected,2020-09-18 08:47:36.954057+00:00,9,2020,2020-09,12713,instant,0
459,100,money_back,2020-01-16 11:29:43.397957+00:00,1,2020,2020-01,2417,regular,0
1608,10,money_back,2020-05-06 23:32:03.299571+00:00,5,2020,2020-05,8623,regular,0
146,100,money_back,2019-12-13 16:58:22.337667+00:00,12,2019,2019-12,1387,regular,0
16737,50,money_back,2020-09-18 11:09:30.663392+00:00,9,2020,2020-09,40608,instant,15
16752,100,rejected,2020-09-18 13:02:19.963462+00:00,9,2020,2020-09,43426,instant,0
2499,100,money_back,2020-06-03 05:52:36.513350+00:00,6,2020,2020-06,10339,regular,15
16754,50,rejected,2020-09-18 13:07:39.728357+00:00,9,2020,2020-09,40440,regular,0
16756,90,rejected,2020-09-18 13:16:03.089187+00:00,9,2020,2020-09,34090,instant,0
1170,100,money_back,2020-04-14 20:08:54.446303+00:00,4,2020,2020-04,5038,regular,0
23494,50,direct_debit_rejected,2020-10-23 14:15:26.625206+00:00,10,2020,2020-10,85495,instant,10
16746,50,rejected,2020-09-18 12:25:56.376836+00:00,9,2020,2020-09,36166,instant,0
16775,50,rejected,2020-09-18 15:38:05.332789+00:00,9,2020,2020-09,41177,instant,0
16769,50,rejected,2020-09-18 15:04:31.931885+00:00,9,2020,2020-09,14752,instant,0
16669,50,rejected,2020-09-17 18:04:16.573806+00:00,9,2020,2020-09,34476,instant,0
16751,50,rejected,2020-09-18 12:56:22.644240+00:00,9,2020,2020-09,5013,regular,0
16753,50,rejected,2020-09-18 13:05:27.676245+00:00,9,2020,2020-09,42581,instant,0
16755,50,rejected,2020-09-18 13:08:34.789948+00:00,9,2020,2020-09,39701,regular,0
16379,100,money_back,2020-09-16 08:24:23.614921+00:00,9,2020,2020-09,18288,instant,5
16768,100,rejected,2020-09-18 15:00:47.922065+00:00,9,2020,2020-09,22349,instant,0
22293,100,active,2020-10-19 22:48:08.424273+00:00,10,2020,2020-10,81646,instant,5
16776,50,rejected,2020-09-18 15:39:36.699163+00:00,9,2020,2020-09,37220,instant,0
16778,100,rejected,2020-09-18 15:50:55.461834+00:00,9,2020,2020-09,22084,instant,0
16761,50,rejected,2020-09-18 13:34:19.161334+00:00,9,2020,2020-09,40457,instant,0
16781,100,rejected,2020-09-18 16:02:12.125029+00:00,9,2020,2020-09,14638,instant,0
16779,100,rejected,2020-09-18 15:54:38.905657+00:00,9,2020,2020-09,12150,instant,0
16789,100,rejected,2020-09-18 17:14:15.643745+00:00,9,2020,2020-09,12150,instant,0
18990,50,rejected,2020-10-03 06:55:55.020976+00:00,10,2020,2020-10,58692,instant,0
1309,100,money_back,2020-04-20 23:11:03.654520+00:00,4,2020,2020-04,6932,regular,0
18945,100,rejected,2020-10-02 19:49:52.628570+00:00,10,2020,2020-10,39560,instant,0
19108,50,rejected,2020-10-03 20:59:55.960682+00:00,10,2020,2020-10,27786,instant,0
11284,100,money_back,2020-08-07 08:07:45.320351+00:00,8,2020,2020-08,17045,regular,0
16799,100,rejected,2020-09-18 19:22:36.031639+00:00,9,2020,2020-09,27786,instant,0
16795,50,rejected,2020-09-18 18:29:50.556474+00:00,9,2020,2020-09,26247,regular,0
16792,100,rejected,2020-09-18 18:08:33.971969+00:00,9,2020,2020-09,35232,regular,0
16808,50,rejected,2020-09-18 21:49:45.675261+00:00,9,2020,2020-09,5000,instant,0
2583,100,direct_debit_rejected,2020-06-04 16:18:27.143936+00:00,6,2020,2020-06,8379,regular,20
11398,50,direct_debit_rejected,2020-08-07 16:18:57.958586+00:00,8,2020,2020-08,32433,instant,15
9816,70,direct_debit_rejected,2020-07-27 22:01:40.727781+00:00,7,2020,2020-07,21550,regular,10
12540,50,direct_debit_rejected,2020-08-14 17:44:40.625770+00:00,8,2020,2020-08,27782,instant,15
18641,100,rejected,2020-10-01 07:39:41.905100+00:00,10,2020,2020-10,54857,instant,0
16818,50,rejected,2020-09-19 05:12:20.616790+00:00,9,2020,2020-09,42910,instant,0
19109,100,rejected,2020-10-03 21:21:42.424007+00:00,10,2020,2020-10,60646,instant,0
2886,100,money_back,2020-06-10 10:36:16.238569+00:00,6,2020,2020-06,13866,regular,0
18991,100,rejected,2020-10-03 07:05:54.246142+00:00,10,2020,2020-10,55585,instant,0
3740,100,money_back,2020-06-17 20:11:31.477002+00:00,6,2020,2020-06,6608,regular,15
25244,50,money_back,2020-10-27 14:44:35.684800+00:00,10,2020,2020-10,90565,instant,5
1097,100,money_back,2020-04-08 22:27:42.357747+00:00,4,2020,2020-04,4656,regular,0
4091,100,money_back,2020-06-19 02:40:09.800457+00:00,6,2020,2020-06,17627,regular,0
88,100,money_back,2019-12-11 09:51:00.140960+00:00,12,2019,2019-12,851,regular,0
1172,100,money_back,2020-04-14 21:03:09.519326+00:00,4,2020,2020-04,2002,regular,0
16830,100,rejected,2020-09-19 07:03:22.763032+00:00,9,2020,2020-09,2247,instant,0
16832,50,rejected,2020-09-19 07:28:34.398055+00:00,9,2020,2020-09,12457,instant,0
16855,50,rejected,2020-09-19 09:52:32.074252+00:00,9,2020,2020-09,43102,instant,0
16840,50,rejected,2020-09-19 08:02:57.457283+00:00,9,2020,2020-09,43146,instant,0
16842,50,rejected,2020-09-19 08:18:43.475947+00:00,9,2020,2020-09,41975,instant,0
16824,50,rejected,2020-09-19 06:05:52.635297+00:00,9,2020,2020-09,33438,instant,0
16850,50,rejected,2020-09-19 09:30:47.845802+00:00,9,2020,2020-09,17889,instant,0
16851,100,rejected,2020-09-19 09:33:53.351264+00:00,9,2020,2020-09,34532,instant,0
16829,50,rejected,2020-09-19 06:50:29.668951+00:00,9,2020,2020-09,43295,instant,0
